# Fake Entries for Testing!!!!
# Just the points and its neighbours have p = 1
# counter    z          M1450      p         
       96    3.430      -32.500    0.000000
       97    3.430      -32.450    0.000000
       98    3.430      -32.400    0.000000
       99    3.430      -32.350    0.000000
      100    3.430      -32.300    0.000000
      101    3.430      -32.250    0.000000
      102    3.430      -32.200    0.000000
      103    3.430      -32.150    0.000000
      104    3.430      -32.100    0.000000
      105    3.430      -32.050    0.000000
      106    3.430      -32.000    0.000000
      107    3.430      -31.950    0.000000
      108    3.430      -31.900    0.000000
      109    3.430      -31.850    0.000000
      110    3.430      -31.800    0.000000
      111    3.430      -31.750    0.000000
      112    3.430      -31.700    0.000000
      113    3.430      -31.650    0.000000
      114    3.430      -31.600    0.000000
      115    3.430      -31.550    0.000000
      116    3.430      -31.500    0.000000
      117    3.430      -31.450    0.000000
      118    3.430      -31.400    0.000000
      119    3.430      -31.350    0.000000
      120    3.430      -31.300    0.000000
      121    3.430      -31.250    0.000000
      122    3.430      -31.200    0.000000
      123    3.430      -31.150    0.000000
      124    3.430      -31.100    0.000000
      125    3.430      -31.050    0.000000
      126    3.430      -31.000    0.000000
      127    3.430      -30.950    0.000000
      128    3.430      -30.900    0.000000
      129    3.430      -30.850    0.000000
      130    3.430      -30.800    0.000000
      131    3.430      -30.750    0.000000
      132    3.430      -30.700    0.000000
      133    3.430      -30.650    0.000000
      134    3.430      -30.600    0.000000
      135    3.430      -30.550    0.000000
      136    3.430      -30.500    0.000000
      137    3.430      -30.450    0.000000
      138    3.430      -30.400    0.000000
      139    3.430      -30.350    0.000000
      140    3.430      -30.300    0.000000
      141    3.430      -30.250    0.000000
      142    3.430      -30.200    0.000000
      143    3.430      -30.150    0.000000
      144    3.430      -30.100    0.000000
      145    3.430      -30.050    0.000000
      146    3.430      -30.000    0.000000
      147    3.430      -29.950    0.000000
      148    3.430      -29.900    0.000000
      149    3.430      -29.850    0.000000
      150    3.430      -29.800    0.000000
      151    3.430      -29.750    0.000000
      152    3.430      -29.700    0.000000
      153    3.430      -29.650    0.000000
      154    3.430      -29.600    0.000000
      155    3.430      -29.550    0.000000
      156    3.430      -29.500    0.000000
      157    3.430      -29.450    0.000000
      158    3.430      -29.400    0.000000
      159    3.430      -29.350    0.000000
      160    3.430      -29.300    0.000000
      161    3.430      -29.250    0.000000
      162    3.430      -29.200    0.000000
      163    3.430      -29.150    0.000000
      164    3.430      -29.100    0.000000
      165    3.430      -29.050    0.000000
      166    3.430      -29.000    0.000000
      167    3.430      -28.950    0.000000
      168    3.430      -28.900    0.000000
      169    3.430      -28.850    0.000000
      170    3.430      -28.800    0.000000
      171    3.430      -28.750    0.000000
      172    3.430      -28.700    0.000000
      173    3.480      -32.950    0.000000
      174    3.480      -32.900    0.000000
      175    3.480      -32.850    0.000000
      176    3.480      -32.800    0.000000
      177    3.480      -32.750    0.000000
      178    3.480      -32.700    0.000000
      179    3.480      -32.650    0.000000
      180    3.480      -32.600    0.000000
      181    3.480      -32.550    0.000000
      182    3.480      -32.500    0.000000
      183    3.480      -32.450    0.000000
      184    3.480      -32.400    0.000000
      185    3.480      -32.350    0.000000
      186    3.480      -32.300    0.000000
      187    3.480      -32.250    0.000000
      188    3.480      -32.200    0.000000
      189    3.480      -32.150    0.000000
      190    3.480      -32.100    0.000000
      191    3.480      -32.050    0.000000
      192    3.480      -32.000    0.000000
      193    3.480      -31.950    0.000000
      194    3.480      -31.900    0.000000
      195    3.480      -31.850    0.000000
      196    3.480      -31.800    0.000000
      197    3.480      -31.750    0.000000
      198    3.480      -31.700    0.000000
      199    3.480      -31.650    0.000000
      200    3.480      -31.600    0.000000
      201    3.480      -31.550    0.000000
      202    3.480      -31.500    0.000000
      203    3.480      -31.450    0.000000
      204    3.480      -31.400    0.000000
      205    3.480      -31.350    0.000000
      206    3.480      -31.300    0.000000
      207    3.480      -31.250    0.000000
      208    3.480      -31.200    0.000000
      209    3.480      -31.150    0.000000
      210    3.480      -31.100    0.000000
      211    3.480      -31.050    0.000000
      212    3.480      -31.000    0.000000
      213    3.480      -30.950    0.000000
      214    3.480      -30.900    0.000000
      215    3.480      -30.850    0.000000
      216    3.480      -30.800    0.000000
      217    3.480      -30.750    0.000000
      218    3.480      -30.700    0.000000
      219    3.480      -30.650    0.000000
      220    3.480      -30.600    0.000000
      221    3.480      -30.550    0.000000
      222    3.480      -30.500    0.000000
      223    3.480      -30.450    0.000000
      224    3.480      -30.400    0.000000
      225    3.480      -30.350    0.000000
      226    3.480      -30.300    0.000000
      227    3.480      -30.250    0.000000
      228    3.480      -30.200    0.000000
      229    3.480      -30.150    0.000000
      230    3.480      -30.100    0.000000
      231    3.480      -30.050    0.000000
      232    3.480      -30.000    0.000000
      233    3.480      -29.950    0.000000
      234    3.480      -29.900    0.000000
      235    3.480      -29.850    0.000000
      236    3.480      -29.800    0.000000
      237    3.480      -29.750    0.000000
      238    3.480      -29.700    0.000000
      239    3.480      -29.650    0.000000
      240    3.480      -29.600    0.000000
      241    3.480      -29.550    0.000000
      242    3.480      -29.500    0.000000
      243    3.480      -29.450    0.000000
      244    3.480      -29.400    0.000000
      245    3.480      -29.350    0.000000
      246    3.480      -29.300    0.000000
      247    3.480      -29.250    0.000000
      248    3.480      -29.200    0.000000
      249    3.480      -29.150    0.000000
      250    3.480      -29.100    0.000000
      251    3.480      -29.050    0.000000
      252    3.480      -29.000    0.000000
      253    3.480      -28.950    0.000000
      254    3.480      -28.900    0.000000
      255    3.480      -28.850    0.000000
      256    3.480      -28.800    0.000000
      257    3.480      -28.750    0.000000
      258    3.480      -28.700    0.000000
      259    3.530      -32.950    0.000000
      260    3.530      -32.900    0.000000
      261    3.530      -32.850    0.000000
      262    3.530      -32.800    0.000000
      263    3.530      -32.750    0.000000
      264    3.530      -32.700    0.000000
      265    3.530      -32.650    0.000000
      266    3.530      -32.600    0.000000
      267    3.530      -32.550    0.000000
      268    3.530      -32.500    0.000000
      269    3.530      -32.450    0.000000
      270    3.530      -32.400    0.000000
      271    3.530      -32.350    0.000000
      272    3.530      -32.300    0.000000
      273    3.530      -32.250    0.000000
      274    3.530      -32.200    0.000000
      275    3.530      -32.150    0.000000
      276    3.530      -32.100    0.000000
      277    3.530      -32.050    0.000000
      278    3.530      -32.000    0.000000
      279    3.530      -31.950    0.000000
      280    3.530      -31.900    0.000000
      281    3.530      -31.850    0.000000
      282    3.530      -31.800    0.000000
      283    3.530      -31.750    0.000000
      284    3.530      -31.700    0.000000
      285    3.530      -31.650    0.000000
      286    3.530      -31.600    0.000000
      287    3.530      -31.550    0.000000
      288    3.530      -31.500    0.000000
      289    3.530      -31.450    0.000000
      290    3.530      -31.400    0.000000
      291    3.530      -31.350    0.000000
      292    3.530      -31.300    0.000000
      293    3.530      -31.250    0.000000
      294    3.530      -31.200    0.000000
      295    3.530      -31.150    0.000000
      296    3.530      -31.100    0.000000
      297    3.530      -31.050    0.000000
      298    3.530      -31.000    0.000000
      299    3.530      -30.950    0.000000
      300    3.530      -30.900    0.000000
      301    3.530      -30.850    0.000000
      302    3.530      -30.800    0.000000
      303    3.530      -30.750    0.000000
      304    3.530      -30.700    0.000000
      305    3.530      -30.650    0.000000
      306    3.530      -30.600    0.000000
      307    3.530      -30.550    0.000000
      308    3.530      -30.500    0.000000
      309    3.530      -30.450    0.000000
      310    3.530      -30.400    0.000000
      311    3.530      -30.350    0.000000
      312    3.530      -30.300    0.000000
      313    3.530      -30.250    0.000000
      314    3.530      -30.200    0.000000
      315    3.530      -30.150    0.000000
      316    3.530      -30.100    0.000000
      317    3.530      -30.050    0.000000
      318    3.530      -30.000    0.000000
      319    3.530      -29.950    0.000000
      320    3.530      -29.900    0.000000
      321    3.530      -29.850    0.000000
      322    3.530      -29.800    0.000000
      323    3.530      -29.750    0.000000
      324    3.530      -29.700    0.000000
      325    3.530      -29.650    0.000000
      326    3.530      -29.600    0.000000
      327    3.530      -29.550    0.000000
      328    3.530      -29.500    0.000000
      329    3.530      -29.450    0.000000
      330    3.530      -29.400    0.000000
      331    3.530      -29.350    0.000000
      332    3.530      -29.300    0.000000
      333    3.530      -29.250    0.000000
      334    3.530      -29.200    0.000000
      335    3.530      -29.150    0.000000
      336    3.530      -29.100    0.000000
      337    3.530      -29.050    0.000000
      338    3.530      -29.000    0.000000
      339    3.530      -28.950    0.000000
      340    3.530      -28.900    0.000000
      341    3.530      -28.850    0.000000
      342    3.530      -28.800    0.000000
      343    3.530      -28.750    0.000000
      344    3.530      -28.700    0.000000
      345    3.580      -32.950    0.000000
      346    3.580      -32.900    0.000000
      347    3.580      -32.850    0.000000
      348    3.580      -32.800    0.000000
      349    3.580      -32.750    0.000000
      350    3.580      -32.700    0.000000
      351    3.580      -32.650    0.000000
      352    3.580      -32.600    0.000000
      353    3.580      -32.550    0.000000
      354    3.580      -32.500    0.000000
      355    3.580      -32.450    0.000000
      356    3.580      -32.400    0.000000
      357    3.580      -32.350    0.000000
      358    3.580      -32.300    0.000000
      359    3.580      -32.250    0.000000
      360    3.580      -32.200    0.000000
      361    3.580      -32.150    0.000000
      362    3.580      -32.100    0.000000
      363    3.580      -32.050    0.000000
      364    3.580      -32.000    0.000000
      365    3.580      -31.950    0.000000
      366    3.580      -31.900    0.000000
      367    3.580      -31.850    0.000000
      368    3.580      -31.800    0.000000
      369    3.580      -31.750    0.000000
      370    3.580      -31.700    0.000000
      371    3.580      -31.650    0.000000
      372    3.580      -31.600    0.000000
      373    3.580      -31.550    0.000000
      374    3.580      -31.500    0.000000
      375    3.580      -31.450    0.000000
      376    3.580      -31.400    0.000000
      377    3.580      -31.350    0.000000
      378    3.580      -31.300    0.000000
      379    3.580      -31.250    0.000000
      380    3.580      -31.200    0.000000
      381    3.580      -31.150    0.000000
      382    3.580      -31.100    0.000000
      383    3.580      -31.050    0.000000
      384    3.580      -31.000    0.000000
      385    3.580      -30.950    0.000000
      386    3.580      -30.900    0.000000
      387    3.580      -30.850    0.000000
      388    3.580      -30.800    0.000000
      389    3.580      -30.750    0.000000
      390    3.580      -30.700    0.000000
      391    3.580      -30.650    0.000000
      392    3.580      -30.600    0.000000
      393    3.580      -30.550    0.000000
      394    3.580      -30.500    0.000000
      395    3.580      -30.450    0.000000
      396    3.580      -30.400    0.000000
      397    3.580      -30.350    0.000000
      398    3.580      -30.300    0.000000
      399    3.580      -30.250    0.000000
      400    3.580      -30.200    0.000000
      401    3.580      -30.150    0.000000
      402    3.580      -30.100    0.000000
      403    3.580      -30.050    0.000000
      404    3.580      -30.000    0.000000
      405    3.580      -29.950    0.000000
      406    3.580      -29.900    0.000000
      407    3.580      -29.850    0.000000
      408    3.580      -29.800    0.000000
      409    3.580      -29.750    0.000000
      410    3.580      -29.700    0.000000
      411    3.580      -29.650    0.000000
      412    3.580      -29.600    0.000000
      413    3.580      -29.550    0.000000
      414    3.580      -29.500    0.000000
      415    3.580      -29.450    0.000000
      416    3.580      -29.400    0.000000
      417    3.580      -29.350    0.000000
      418    3.580      -29.300    0.000000
      419    3.580      -29.250    0.000000
      420    3.580      -29.200    0.000000
      421    3.580      -29.150    0.000000
      422    3.580      -29.100    0.000000
      423    3.580      -29.050    0.000000
      424    3.580      -29.000    0.000000
      425    3.580      -28.950    0.000000
      426    3.580      -28.900    0.000000
      427    3.580      -28.850    0.000000
      428    3.580      -28.800    0.000000
      429    3.580      -28.750    0.000000
      430    3.580      -28.700    0.000000
      431    3.630      -32.950    0.000000
      432    3.630      -32.900    0.000000
      433    3.630      -32.850    0.000000
      434    3.630      -32.800    0.000000
      435    3.630      -32.750    0.000000
      436    3.630      -32.700    0.000000
      437    3.630      -32.650    0.000000
      438    3.630      -32.600    0.000000
      439    3.630      -32.550    0.000000
      440    3.630      -32.500    0.000000
      441    3.630      -32.450    0.000000
      442    3.630      -32.400    0.000000
      443    3.630      -32.350    0.000000
      444    3.630      -32.300    0.000000
      445    3.630      -32.250    0.000000
      446    3.630      -32.200    0.000000
      447    3.630      -32.150    0.000000
      448    3.630      -32.100    0.000000
      449    3.630      -32.050    0.000000
      450    3.630      -32.000    0.000000
      451    3.630      -31.950    0.000000
      452    3.630      -31.900    0.000000
      453    3.630      -31.850    0.000000
      454    3.630      -31.800    0.000000
      455    3.630      -31.750    0.000000
      456    3.630      -31.700    0.000000
      457    3.630      -31.650    0.000000
      458    3.630      -31.600    0.000000
      459    3.630      -31.550    0.000000
      460    3.630      -31.500    0.000000
      461    3.630      -31.450    0.000000
      462    3.630      -31.400    0.000000
      463    3.630      -31.350    0.000000
      464    3.630      -31.300    0.000000
      465    3.630      -31.250    0.000000
      466    3.630      -31.200    0.000000
      467    3.630      -31.150    0.000000
      468    3.630      -31.100    0.000000
      469    3.630      -31.050    0.000000
      470    3.630      -31.000    0.000000
      471    3.630      -30.950    0.000000
      472    3.630      -30.900    0.000000
      473    3.630      -30.850    0.000000
      474    3.630      -30.800    0.000000
      475    3.630      -30.750    0.000000
      476    3.630      -30.700    0.000000
      477    3.630      -30.650    0.000000
      478    3.630      -30.600    0.000000
      479    3.630      -30.550    0.000000
      480    3.630      -30.500    0.000000
      481    3.630      -30.450    0.000000
      482    3.630      -30.400    0.000000
      483    3.630      -30.350    0.000000
      484    3.630      -30.300    0.000000
      485    3.630      -30.250    0.000000
      486    3.630      -30.200    0.000000
      487    3.630      -30.150    0.000000
      488    3.630      -30.100    0.000000
      489    3.630      -30.050    0.000000
      490    3.630      -30.000    0.000000
      491    3.630      -29.950    0.000000
      492    3.630      -29.900    0.000000
      493    3.630      -29.850    0.000000
      494    3.630      -29.800    0.000000
      495    3.630      -29.750    0.000000
      496    3.630      -29.700    0.000000
      497    3.630      -29.650    0.000000
      498    3.630      -29.600    0.000000
      499    3.630      -29.550    0.000000
      500    3.630      -29.500    0.000000
      501    3.630      -29.450    0.000000
      502    3.630      -29.400    0.000000
      503    3.630      -29.350    0.000000
      504    3.630      -29.300    0.000000
      505    3.630      -29.250    0.000000
      506    3.630      -29.200    0.000000
      507    3.630      -29.150    0.000000
      508    3.630      -29.100    0.000000
      509    3.630      -29.050    0.000000
      510    3.630      -29.000    0.000000
      511    3.630      -28.950    0.000000
      512    3.630      -28.900    0.000000
      513    3.630      -28.850    0.000000
      514    3.630      -28.800    0.000000
      515    3.630      -28.750    0.000000
      516    3.630      -28.700    0.000000
      517    3.680      -32.950    0.000000
      518    3.680      -32.900    0.000000
      519    3.680      -32.850    0.000000
      520    3.680      -32.800    0.000000
      521    3.680      -32.750    0.000000
      522    3.680      -32.700    0.000000
      523    3.680      -32.650    0.000000
      524    3.680      -32.600    0.000000
      525    3.680      -32.550    0.000000
      526    3.680      -32.500    0.000000
      527    3.680      -32.450    0.000000
      528    3.680      -32.400    0.000000
      529    3.680      -32.350    0.000000
      530    3.680      -32.300    0.000000
      531    3.680      -32.250    0.000000
      532    3.680      -32.200    0.000000
      533    3.680      -32.150    0.000000
      534    3.680      -32.100    0.000000
      535    3.680      -32.050    0.000000
      536    3.680      -32.000    0.000000
      537    3.680      -31.950    0.000000
      538    3.680      -31.900    0.000000
      539    3.680      -31.850    0.000000
      540    3.680      -31.800    0.000000
      541    3.680      -31.750    0.000000
      542    3.680      -31.700    0.000000
      543    3.680      -31.650    0.000000
      544    3.680      -31.600    0.000000
      545    3.680      -31.550    0.000000
      546    3.680      -31.500    0.000000
      547    3.680      -31.450    0.000000
      548    3.680      -31.400    0.000000
      549    3.680      -31.350    0.000000
      550    3.680      -31.300    0.000000
      551    3.680      -31.250    0.000000
      552    3.680      -31.200    0.000000
      553    3.680      -31.150    0.000000
      554    3.680      -31.100    0.000000
      555    3.680      -31.050    0.000000
      556    3.680      -31.000    0.000000
      557    3.680      -30.950    0.000000
      558    3.680      -30.900    0.000000
      559    3.680      -30.850    0.000000
      560    3.680      -30.800    0.000000
      561    3.680      -30.750    0.000000
      562    3.680      -30.700    0.000000
      563    3.680      -30.650    0.000000
      564    3.680      -30.600    0.000000
      565    3.680      -30.550    0.000000
      566    3.680      -30.500    0.000000
      567    3.680      -30.450    0.000000
      568    3.680      -30.400    0.000000
      569    3.680      -30.350    0.000000
      570    3.680      -30.300    0.000000
      571    3.680      -30.250    0.000000
      572    3.680      -30.200    0.000000
      573    3.680      -30.150    0.000000
      574    3.680      -30.100    0.000000
      575    3.680      -30.050    0.000000
      576    3.680      -30.000    0.000000
      577    3.680      -29.950    0.000000
      578    3.680      -29.900    0.000000
      579    3.680      -29.850    0.000000
      580    3.680      -29.800    0.000000
      581    3.680      -29.750    0.000000
      582    3.680      -29.700    0.000000
      583    3.680      -29.650    0.000000
      584    3.680      -29.600    0.000000
      585    3.680      -29.550    0.000000
      586    3.680      -29.500    0.000000
      587    3.680      -29.450    0.000000
      588    3.680      -29.400    0.000000
      589    3.680      -29.350    0.000000
      590    3.680      -29.300    0.000000
      591    3.680      -29.250    0.000000
      592    3.680      -29.200    0.000000
      593    3.680      -29.150    0.000000
      594    3.680      -29.100    0.000000
      595    3.680      -29.050    0.000000
      596    3.680      -29.000    0.000000
      597    3.680      -28.950    0.000000
      598    3.680      -28.900    0.000000
      599    3.680      -28.850    0.000000
      600    3.680      -28.800    0.000000
      601    3.680      -28.750    0.000000
      602    3.680      -28.700    0.000000
      603    3.730      -32.950    0.000000
      604    3.730      -32.900    0.000000
      605    3.730      -32.850    0.000000
      606    3.730      -32.800    0.000000
      607    3.730      -32.750    0.000000
      608    3.730      -32.700    0.000000
      609    3.730      -32.650    0.000000
      610    3.730      -32.600    0.000000
      611    3.730      -32.550    0.000000
      612    3.730      -32.500    0.000000
      613    3.730      -32.450    0.000000
      614    3.730      -32.400    0.000000
      615    3.730      -32.350    0.000000
      616    3.730      -32.300    0.000000
      617    3.730      -32.250    0.000000
      618    3.730      -32.200    0.000000
      619    3.730      -32.150    0.000000
      620    3.730      -32.100    0.000000
      621    3.730      -32.050    0.000000
      622    3.730      -32.000    0.000000
      623    3.730      -31.950    0.000000
      624    3.730      -31.900    0.000000
      625    3.730      -31.850    0.000000
      626    3.730      -31.800    0.000000
      627    3.730      -31.750    0.000000
      628    3.730      -31.700    0.000000
      629    3.730      -31.650    0.000000
      630    3.730      -31.600    0.000000
      631    3.730      -31.550    0.000000
      632    3.730      -31.500    0.000000
      633    3.730      -31.450    0.000000
      634    3.730      -31.400    0.000000
      635    3.730      -31.350    0.000000
      636    3.730      -31.300    0.000000
      637    3.730      -31.250    0.000000
      638    3.730      -31.200    0.000000
      639    3.730      -31.150    0.000000
      640    3.730      -31.100    0.000000
      641    3.730      -31.050    0.000000
      642    3.730      -31.000    0.000000
      643    3.730      -30.950    0.000000
      644    3.730      -30.900    0.000000
      645    3.730      -30.850    0.000000
      646    3.730      -30.800    0.000000
      647    3.730      -30.750    0.000000
      648    3.730      -30.700    0.000000
      649    3.730      -30.650    0.000000
      650    3.730      -30.600    0.000000
      651    3.730      -30.550    0.000000
      652    3.730      -30.500    0.000000
      653    3.730      -30.450    0.000000
      654    3.730      -30.400    0.000000
      655    3.730      -30.350    0.000000
      656    3.730      -30.300    0.000000
      657    3.730      -30.250    0.000000
      658    3.730      -30.200    0.000000
      659    3.730      -30.150    0.000000
      660    3.730      -30.100    0.000000
      661    3.730      -30.050    0.000000
      662    3.730      -30.000    0.000000
      663    3.730      -29.950    0.000000
      664    3.730      -29.900    0.000000
      665    3.730      -29.850    0.000000
      666    3.730      -29.800    0.000000
      667    3.730      -29.750    0.000000
      668    3.730      -29.700    0.000000
      669    3.730      -29.650    0.000000
      670    3.730      -29.600    0.000000
      671    3.730      -29.550    0.000000
      672    3.730      -29.500    0.000000
      673    3.730      -29.450    0.000000
      674    3.730      -29.400    0.000000
      675    3.730      -29.350    0.000000
      676    3.730      -29.300    0.000000
      677    3.730      -29.250    0.000000
      678    3.730      -29.200    0.000000
      679    3.730      -29.150    0.000000
      680    3.730      -29.100    0.000000
      681    3.730      -29.050    0.000000
      682    3.730      -29.000    0.000000
      683    3.730      -28.950    0.000000
      684    3.730      -28.900    0.000000
      685    3.730      -28.850    0.000000
      686    3.730      -28.800    0.000000
      687    3.730      -28.750    0.000000
      688    3.730      -28.700    0.000000
      689    3.780      -32.950    0.000000
      690    3.780      -32.900    0.000000
      691    3.780      -32.850    0.000000
      692    3.780      -32.800    0.000000
      693    3.780      -32.750    0.000000
      694    3.780      -32.700    0.000000
      695    3.780      -32.650    0.000000
      696    3.780      -32.600    0.000000
      697    3.780      -32.550    0.000000
      698    3.780      -32.500    0.000000
      699    3.780      -32.450    0.000000
      700    3.780      -32.400    0.000000
      701    3.780      -32.350    0.000000
      702    3.780      -32.300    0.000000
      703    3.780      -32.250    0.000000
      704    3.780      -32.200    0.000000
      705    3.780      -32.150    0.000000
      706    3.780      -32.100    0.000000
      707    3.780      -32.050    0.000000
      708    3.780      -32.000    0.000000
      709    3.780      -31.950    0.000000
      710    3.780      -31.900    0.000000
      711    3.780      -31.850    0.000000
      712    3.780      -31.800    0.000000
      713    3.780      -31.750    0.000000
      714    3.780      -31.700    0.000000
      715    3.780      -31.650    0.000000
      716    3.780      -31.600    0.000000
      717    3.780      -31.550    0.000000
      718    3.780      -31.500    0.000000
      719    3.780      -31.450    0.000000
      720    3.780      -31.400    0.000000
      721    3.780      -31.350    0.000000
      722    3.780      -31.300    0.000000
      723    3.780      -31.250    0.000000
      724    3.780      -31.200    0.000000
      725    3.780      -31.150    0.000000
      726    3.780      -31.100    0.000000
      727    3.780      -31.050    0.000000
      728    3.780      -31.000    0.000000
      729    3.780      -30.950    0.000000
      730    3.780      -30.900    0.000000
      731    3.780      -30.850    0.000000
      732    3.780      -30.800    0.000000
      733    3.780      -30.750    0.000000
      734    3.780      -30.700    0.000000
      735    3.780      -30.650    0.000000
      736    3.780      -30.600    0.000000
      737    3.780      -30.550    0.000000
      738    3.780      -30.500    0.000000
      739    3.780      -30.450    0.000000
      740    3.780      -30.400    0.000000
      741    3.780      -30.350    0.000000
      742    3.780      -30.300    0.000000
      743    3.780      -30.250    0.000000
      744    3.780      -30.200    0.000000
      745    3.780      -30.150    0.000000
      746    3.780      -30.100    0.000000
      747    3.780      -30.050    0.000000
      748    3.780      -30.000    0.000000
      749    3.780      -29.950    0.000000
      750    3.780      -29.900    0.000000
      751    3.780      -29.850    0.000000
      752    3.780      -29.800    0.000000
      753    3.780      -29.750    0.000000
      754    3.780      -29.700    0.000000
      755    3.780      -29.650    0.000000
      756    3.780      -29.600    0.000000
      757    3.780      -29.550    0.000000
      758    3.780      -29.500    0.000000
      759    3.780      -29.450    0.000000
      760    3.780      -29.400    0.000000
      761    3.780      -29.350    0.000000
      762    3.780      -29.300    0.000000
      763    3.780      -29.250    0.000000
      764    3.780      -29.200    0.000000
      765    3.780      -29.150    0.000000
      766    3.780      -29.100    0.000000
      767    3.780      -29.050    0.000000
      768    3.780      -29.000    0.000000
      769    3.780      -28.950    0.000000
      770    3.780      -28.900    0.000000
      771    3.780      -28.850    0.000000
      772    3.780      -28.800    0.000000
      773    3.780      -28.750    0.000000
      774    3.780      -28.700    0.000000
      775    3.830      -32.950    0.000000
      776    3.830      -32.900    0.000000
      777    3.830      -32.850    0.000000
      778    3.830      -32.800    0.000000
      779    3.830      -32.750    0.000000
      780    3.830      -32.700    0.000000
      781    3.830      -32.650    0.000000
      782    3.830      -32.600    0.000000
      783    3.830      -32.550    0.000000
      784    3.830      -32.500    0.000000
      785    3.830      -32.450    0.000000
      786    3.830      -32.400    0.000000
      787    3.830      -32.350    0.000000
      788    3.830      -32.300    0.000000
      789    3.830      -32.250    0.000000
      790    3.830      -32.200    0.000000
      791    3.830      -32.150    0.000000
      792    3.830      -32.100    0.000000
      793    3.830      -32.050    0.000000
      794    3.830      -32.000    0.000000
      795    3.830      -31.950    0.000000
      796    3.830      -31.900    0.000000
      797    3.830      -31.850    0.000000
      798    3.830      -31.800    0.000000
      799    3.830      -31.750    0.000000
      800    3.830      -31.700    0.000000
      801    3.830      -31.650    0.000000
      802    3.830      -31.600    0.000000
      803    3.830      -31.550    0.000000
      804    3.830      -31.500    0.000000
      805    3.830      -31.450    0.000000
      806    3.830      -31.400    0.000000
      807    3.830      -31.350    0.000000
      808    3.830      -31.300    0.000000
      809    3.830      -31.250    0.000000
      810    3.830      -31.200    0.000000
      811    3.830      -31.150    0.000000
      812    3.830      -31.100    0.000000
      813    3.830      -31.050    0.000000
      814    3.830      -31.000    0.000000
      815    3.830      -30.950    0.000000
      816    3.830      -30.900    0.000000
      817    3.830      -30.850    0.000000
      818    3.830      -30.800    0.000000
