# Fake Entries for Testing!!!!
# counter    z          M1450      p         
       85    4.942      -19.700    0.000000
       86    4.942      -19.650    0.000000
       87    4.942      -19.600    0.000000
       88    4.942      -19.550    0.000000
       89    4.942      -19.500    0.000000
       90    4.942      -19.450    0.000000
       91    4.942      -19.400    0.000000
       92    4.942      -19.350    0.000000
       93    4.942      -19.300    0.000000
       94    4.942      -19.250    0.000000
       95    4.942      -19.200    0.000000
       96    4.942      -19.150    0.000000
       97    4.942      -19.100    0.000000
       98    4.942      -19.050    0.000000
       99    4.942      -19.000    0.000000
      100    4.942      -18.950    0.000000
      101    4.992      -19.900    0.000000
      102    4.992      -19.850    0.000000
      103    4.992      -19.800    0.000000
      104    4.992      -19.750    0.000000
      105    4.992      -19.700    0.000000
      106    4.992      -19.650    0.000000
      107    4.992      -19.600    0.000000
      108    4.992      -19.550    0.000000
      109    4.992      -19.500    0.000000
      110    4.992      -19.450    0.000000
      111    4.992      -19.400    0.000000
      112    4.992      -19.350    0.000000
      113    4.992      -19.300    0.000000
      114    4.992      -19.250    0.000000
      115    4.992      -19.200    0.000000
      116    4.992      -19.150    0.000000
      117    4.992      -19.100    0.000000
      118    4.992      -19.050    0.000000
      119    4.992      -19.000    0.000000
      120    4.992      -18.950    0.000000
      121    5.042      -19.900    0.000000
      122    5.042      -19.850    0.000000
      123    5.042      -19.800    0.000000
      124    5.042      -19.750    0.000000
      125    5.042      -19.700    0.000000
      126    5.042      -19.650    0.000000
      127    5.042      -19.600    0.000000
      128    5.042      -19.550    0.000000
      129    5.042      -19.500    0.000000
      130    5.042      -19.450    0.000000
      131    5.042      -19.400    0.000000
      132    5.042      -19.350    0.000000
      133    5.042      -19.300    0.000000
      134    5.042      -19.250    0.000000
      135    5.042      -19.200    0.000000
      136    5.042      -19.150    0.000000
      137    5.042      -19.100    0.000000
      138    5.042      -19.050    0.000000
      139    5.042      -19.000    0.000000
      140    5.042      -18.950    0.000000
      141    5.092      -19.900    0.000000
      142    5.092      -19.850    0.000000
      143    5.092      -19.800    0.000000
      144    5.092      -19.750    0.000000
      145    5.092      -19.700    0.000000
      146    5.092      -19.650    0.000000
      147    5.092      -19.600    0.000000
      148    5.092      -19.550    0.000000
      149    5.092      -19.500    0.000000
      150    5.092      -19.450    0.000000
      151    5.092      -19.400    0.000000
      152    5.092      -19.350    0.000000
      153    5.092      -19.300    0.000000
      154    5.092      -19.250    0.000000
      155    5.092      -19.200    0.000000
      156    5.092      -19.150    0.000000
      157    5.092      -19.100    0.000000
      158    5.092      -19.050    0.000000
      159    5.092      -19.000    0.000000
      160    5.092      -18.950    0.000000
      161    5.142      -19.900    0.000000
      162    5.142      -19.850    0.000000
      163    5.142      -19.800    0.000000
      164    5.142      -19.750    0.000000
      165    5.142      -19.700    0.000000
      166    5.142      -19.650    0.000000
      167    5.142      -19.600    0.000000
      168    5.142      -19.550    0.000000
      169    5.142      -19.500    0.000000
      170    5.142      -19.450    0.000000
      171    5.142      -19.400    0.000000
      172    5.142      -19.350    0.000000
      173    5.142      -19.300    0.000000
      174    5.142      -19.250    0.000000
      175    5.142      -19.200    0.000000
      176    5.142      -19.150    0.000000
      177    5.142      -19.100    0.000000
      178    5.142      -19.050    0.000000
      179    5.142      -19.000    0.000000
      180    5.142      -18.950    0.000000
      181    5.192      -19.900    0.000000
      182    5.192      -19.850    0.000000
      183    5.192      -19.800    0.000000
      184    5.192      -19.750    0.000000
      185    5.192      -19.700    0.000000
      186    5.192      -19.650    0.000000
      187    5.192      -19.600    0.000000
      188    5.192      -19.550    0.000000
      189    5.192      -19.500    0.000000
      190    5.192      -19.450    0.000000
      191    5.192      -19.400    0.000000
      192    5.192      -19.350    0.000000
      193    5.192      -19.300    0.000000
      194    5.192      -19.250    0.000000
      195    5.192      -19.200    0.000000
      196    5.192      -19.150    0.000000
      197    5.192      -19.100    0.000000
      198    5.192      -19.050    0.000000
      199    5.192      -19.000    0.000000
      200    5.192      -18.950    0.000000
      201    5.242      -19.900    0.000000
      202    5.242      -19.850    0.000000
      203    5.242      -19.800    0.000000
      204    5.242      -19.750    0.000000
      205    5.242      -19.700    0.000000
      206    5.242      -19.650    0.000000
      207    5.242      -19.600    0.000000
      208    5.242      -19.550    0.000000
      209    5.242      -19.500    0.000000
      210    5.242      -19.450    0.000000
      211    5.242      -19.400    1.000000
      212    5.242      -19.350    0.000000
      213    5.242      -19.300    0.000000
      214    5.242      -19.250    0.000000
      215    5.242      -19.200    0.000000
      216    5.242      -19.150    0.000000
      217    5.242      -19.100    0.000000
      218    5.242      -19.050    0.000000
      219    5.242      -19.000    0.000000
      220    5.242      -18.950    0.000000
      221    5.292      -19.900    0.000000
      222    5.292      -19.850    0.000000
      223    5.292      -19.800    0.000000
      224    5.292      -19.750    0.000000
      225    5.292      -19.700    0.000000
      226    5.292      -19.650    0.000000
      227    5.292      -19.600    0.000000
      228    5.292      -19.550    0.000000
      229    5.292      -19.500    0.000000
      230    5.292      -19.450    0.000000
      231    5.292      -19.400    0.000000
      232    5.292      -19.350    0.000000
      233    5.292      -19.300    0.000000
      234    5.292      -19.250    0.000000
      235    5.292      -19.200    0.000000
      236    5.292      -19.150    0.000000
      237    5.292      -19.100    0.000000
      238    5.292      -19.050    0.000000
      239    5.292      -19.000    0.000000
      240    5.292      -18.950    0.000000
      241    5.342      -19.900    0.000000
      242    5.342      -19.850    0.000000
      243    5.342      -19.800    0.000000
      244    5.342      -19.750    0.000000
      245    5.342      -19.700    0.000000
      246    5.342      -19.650    0.000000
      247    5.342      -19.600    0.000000
      248    5.342      -19.550    0.000000
      249    5.342      -19.500    0.000000
      250    5.342      -19.450    0.000000
      251    5.342      -19.400    0.000000
      252    5.342      -19.350    0.000000
      253    5.342      -19.300    0.000000
      254    5.342      -19.250    0.000000
      255    5.342      -19.200    0.000000
      256    5.342      -19.150    0.000000
      257    5.342      -19.100    0.000000
      258    5.342      -19.050    0.000000
      259    5.342      -19.000    0.000000
      260    5.342      -18.950    0.000000
      261    5.392      -19.900    0.000000
      262    5.392      -19.850    0.000000
      263    5.392      -19.800    0.000000
      264    5.392      -19.750    0.000000
      265    5.392      -19.700    0.000000
      266    5.392      -19.650    0.000000
      267    5.392      -19.600    0.000000
      268    5.392      -19.550    0.000000
      269    5.392      -19.500    0.000000
      270    5.392      -19.450    0.000000
      271    5.392      -19.400    0.000000
      272    5.392      -19.350    0.000000
      273    5.392      -19.300    0.000000
      274    5.392      -19.250    0.000000
      275    5.392      -19.200    0.000000
      276    5.392      -19.150    0.000000
      277    5.392      -19.100    0.000000
      278    5.392      -19.050    0.000000
      279    5.392      -19.000    0.000000
      280    5.392      -18.950    0.000000
      281    5.442      -19.900    0.000000
      282    5.442      -19.850    0.000000
      283    5.442      -19.800    0.000000
      284    5.442      -19.750    0.000000
      285    5.442      -19.700    0.000000
      286    5.442      -19.650    0.000000
      287    5.442      -19.600    0.000000
      288    5.442      -19.550    0.000000
      289    5.442      -19.500    0.000000
      290    5.442      -19.450    0.000000
      291    5.442      -19.400    0.000000
      292    5.442      -19.350    0.000000
      293    5.442      -19.300    0.000000
      294    5.442      -19.250    0.000000
      295    5.442      -19.200    0.000000
      296    5.442      -19.150    0.000000
      297    5.442      -19.100    0.000000
      298    5.442      -19.050    0.000000
      299    5.442      -19.000    0.000000
      300    5.442      -18.950    0.000000
      301    5.492      -19.900    0.000000
      302    5.492      -19.850    0.000000
      303    5.492      -19.800    0.000000
      304    5.492      -19.750    0.000000
      305    5.492      -19.700    0.000000
      306    5.492      -19.650    0.000000
      307    5.492      -19.600    0.000000
      308    5.492      -19.550    0.000000
      309    5.492      -19.500    0.000000
      310    5.492      -19.450    0.000000
      311    5.492      -19.400    0.000000
      312    5.492      -19.350    0.000000
      313    5.492      -19.300    0.000000
      314    5.492      -19.250    0.000000
      315    5.492      -19.200    0.000000
      316    5.492      -19.150    0.000000
      317    5.492      -19.100    0.000000
      318    5.492      -19.050    0.000000
      319    5.492      -19.000    0.000000
      320    5.492      -18.950    0.000000
      321    5.542      -19.900    0.000000
      322    5.542      -19.850    0.000000
      323    5.542      -19.800    0.000000
      324    5.542      -19.750    0.000000
      325    5.542      -19.700    0.000000
      326    5.542      -19.650    0.000000
      327    5.542      -19.600    0.000000
      328    5.542      -19.550    0.000000
      329    5.542      -19.500    0.000000
      330    5.542      -19.450    0.000000
      331    5.542      -19.400    0.000000
      332    5.542      -19.350    0.000000
      333    5.542      -19.300    0.000000
      334    5.542      -19.250    0.000000
      335    5.542      -19.200    0.000000
      336    5.542      -19.150    0.000000
      337    5.542      -19.100    0.000000
      338    5.542      -19.050    0.000000
      339    5.542      -19.000    0.000000
      340    5.542      -18.950    0.000000
      341    5.592      -19.900    0.000000
      342    5.592      -19.850    0.000000
      343    5.592      -19.800    0.000000
      344    5.592      -19.750    0.000000
      345    5.592      -19.700    0.000000
      346    5.592      -19.650    0.000000
      347    5.592      -19.600    0.000000
      348    5.592      -19.550    0.000000
      349    5.592      -19.500    0.000000
      350    5.592      -19.450    0.000000
      351    5.592      -19.400    0.000000
      352    5.592      -19.350    0.000000
      353    5.592      -19.300    0.000000
      354    5.592      -19.250    0.000000
      355    5.592      -19.200    0.000000
      356    5.592      -19.150    0.000000
      357    5.592      -19.100    0.000000
      358    5.592      -19.050    0.000000
      359    5.592      -19.000    0.000000
      360    5.592      -18.950    0.000000
      361    5.642      -19.900    0.000000
      362    5.642      -19.850    0.000000
      363    5.642      -19.800    0.000000
      364    5.642      -19.750    0.000000
      365    5.642      -19.700    0.000000
      366    5.642      -19.650    0.000000
      367    5.642      -19.600    0.000000
      368    5.642      -19.550    0.000000
      369    5.642      -19.500    0.000000
      370    5.642      -19.450    0.000000
      371    5.642      -19.400    0.000000
      372    5.642      -19.350    0.000000
      373    5.642      -19.300    0.000000
      374    5.642      -19.250    0.000000
      375    5.642      -19.200    0.000000
      376    5.642      -19.150    0.000000
      377    5.642      -19.100    0.000000
      378    5.642      -19.050    0.000000
      379    5.642      -19.000    0.000000
      380    5.642      -18.950    0.000000
      381    5.692      -19.900    0.000000
      382    5.692      -19.850    0.000000
      383    5.692      -19.800    0.000000
      384    5.692      -19.750    0.000000
      385    5.692      -19.700    0.000000
      386    5.692      -19.650    0.000000
      387    5.692      -19.600    0.000000
      388    5.692      -19.550    0.000000
      389    5.692      -19.500    0.000000
      390    5.692      -19.450    0.000000
      391    5.692      -19.400    0.000000
      392    5.692      -19.350    0.000000
      393    5.692      -19.300    0.000000
      394    5.692      -19.250    0.000000
      395    5.692      -19.200    0.000000
      396    5.692      -19.150    0.000000
      397    5.692      -19.100    0.000000
      398    5.692      -19.050    0.000000
      399    5.692      -19.000    0.000000
      400    5.692      -18.950    0.000000
